Tabel 1;;;;;
Gemiddeld persoonlijk inkomen per inwoner particulier huishouden, het percentage particuliere huishoudens behorende tot de 40% huishoudens met het laagste besteedbaar;;;;;
inkomen van de landelijke inkomensverdeling en het percentage particuliere huishoudens behorende tot de 20% huishoudens met het hoogste besteedbaar inkomen van de ;;;;;
landelijke inkomensverdeling naar gemeente en wijk, 2020;;;;;
;;;Gemiddeld;40% huishoudens;20% huishoudens
;;;persoonlijk ;met laagste;met hoogste
;;;inkomen;besteedbaar;besteedbaar
;;;per inwoner;inkomen;inkomen
Gemeentelijke indeling van 2023;;;;;
Gemeentecode;Wijkcode;Regionaam;;;
;;;;;
;;;x 1000 euro;%;
;;;;;
;WK067704;Graauw;26,5;38,4;19,0
;WK067705;Heikant;30,1;26,4;27,2
;WK067706;Nieuw Namen;28,0;33,6;19,5
;WK067707;Kapellebrug;29,1;34,8;24,2
;WK067708;Kloosterzande;26,8;37,9;19,8
;WK067709;Lamswaarde;27,1;34,0;18,6
;WK067710;Terhole;27,0;41,4;19,5
;WK067711;Vogelwaarde;25,9;34,0;20,4
;WK067712;Hengstdijk;27,0;33,4;20,6
;WK067713;Ossenisse;30,2;35,5;18,4
;WK067714;Kuitaart;29,3;.;.
;WK067715;Walsoorden;27,9;30,2;18,2
GM0678;Totaal;Kapelle;27,2;28,2;24,0
;WK067800;Wijk 00 Kapelle;27,0;26,8;25,5
;WK067801;Wijk 01 Wemeldinge;28,0;31,7;21,2
;WK067802;Wijk 02 Schore;27,4;29,7;15,6
GM0687;Totaal;Middelburg;26,6;40,7;17,0
;WK068700;Binnenstad;31,6;50,5;14,6
;WK068710;Griffioen;27,6;33,7;17,4
;WK068711;Klarenbeek;28,2;39,3;22,1
;WK068712;Nieuw Middelburg;24,5;54,0;8,0
;WK068713;Brigdamme;28,9;19,0;30,6
;WK068714;Sint Laurens;26,8;23,0;21,6
;WK068715;Ramsburg;.;.;.
;WK068716;Veersepoort;35,4;19,6;33,3
;WK068717;Verspreide huizen in het noorden;.;.;.
;WK068718;Verspreide huizen in het noordwesten;.;.;.
;WK068719;Verspreide huizen in het noordoosten;.;.;.
;WK068720;Stromenwijk/'t Zand;24,1;49,9;11,8
;WK068729;Verspreide huizen in het zuidwesten;28,9;31,2;29,4
;WK068730;Middelburg Zuid;25,2;34,3;14,8
;WK068731;Dauwendaele;21,3;51,7;7,9
;WK068732;Arnestein;.;.;.
;WK068739;Mortiere;31,5;6,8;48,4
;WK068740;Nieuw- en Sint Joosland;25,7;32,7;16,3
;WK068749;Verspr.h. Nieuw- en Sint Joosland;26,3;.;.
;WK068750;Arnemuiden;25,2;31,8;22,9
;WK068751;Kleverskerke;.;.;.
;WK068752;Oranjeplaat;.;.;.
;WK068753;Veerse Meer;.;.;.
;WK068759;Verspreide huizen Arnemuiden;23,8;.;.
GM0703;Totaal;Reimerswaal;23,8;34,0;19,6
;WK070300;Wijk 00 Yerseke;25,0;34,4;19,7
;WK070301;Wijk 01 Kruiningen;23,4;32,0;19,5
;WK070302;Wijk 02 Krabbendijke;22,1;30,7;20,1
;WK070303;Wijk 03 Waarde;23,1;23,2;29,8
;WK070304;Wijk 04 Rilland-Bath;24,4;40,2;17,0
;WK070305;Wijk 05 Hansweert;24,6;43,5;13,0
;WK070306;Wijk 06 Oostdijk;23,2;12,6;35,0
GM0715;Totaal;Terneuzen;26,9;39,9;16,8
;WK071501;Kern Axel;25,7;45,3;13,9
;WK071502;Buitengebied Axel;28,4;25,5;30,5
;WK071503;Kern Biervliet;27,7;37,6;19,3
;WK071504;Buitengebied Biervliet;29,2;24,1;32,8
;WK071505;Kern Hoek;25,9;38,0;16,5
;WK071506;Buitengebied Hoek;27,1;29,7;27,5
;WK071507;Kern Koewacht;26,9;34,6;17,6
;WK071508;Buitengebied Koewacht;31,9;20,7;29,6
;WK071509;Kern Overslag;27,2;.;.
;WK071510;Buitengebied Overslag;.;.;.
;WK071511;Kern Philippine;30,3;29,4;21,2
;WK071512;Buitengebied Philippine;27,4;.;.
;WK071513;Kern Sas van Gent;23,5;47,9;9,0
;WK071514;Buitengebied Sas van Gent;29,5;32,4;24,3
;WK071515;Kern Sluiskil;24,3;44,0;12,2
;WK071516;Buitengebied Sluiskil;.;.;.
;WK071517;Kern Spui;32,8;.;.
;WK071518;Buitengebied Spui;.;.;.
;WK071519;Buitengebied Terneuzen;.;.;.
;WK071520;Terneuzen Centrum;25,6;64,2;6,6
;WK071521;Terneuzen Noord;24,6;45,2;10,5
;WK071522;Terneuzen West;32,3;.;.
;WK071523;Terneuzen Zuid;27,4;36,6;18,6
;WK071524;Terneuzen Oost;36,0;9,0;46,4
;WK071525;Kern Westdorpe;26,6;38,5;16,0
;WK071526;Buitengebied Westdorpe;.;.;.
;WK071527;Kern Zaamslag;25,3;36,5;18,7
;WK071528;Buitengebied Zaamslag;29,8;27,6;28,7
;WK071529;Kern Zuiddorpe;26,7;37,4;16,6
;WK071530;Buitengebied Zuiddorpe;32,9;.;.
GM0716;Totaal;Tholen;24,8;34,9;20,4
;WK071600;Tholen;26,1;33,7;23,4
;WK071601;Poortvliet;23,7;33,0;18,5
;WK071602;Scherpenisse;22,2;33,4;17,6
;WK071603;Sint-Maartensdijk;24,1;41,9;15,5
;WK071604;Stavenisse;22,2;37,1;18,5
;WK071605;Sint-Annaland;24,4;34,2;20,2
;WK071606;Oud-Vossemeer;25,2;34,3;21,1
;WK071607;Sint Philipsland;25,9;31,0;22,4
GM0717;Totaal;Veere;27,3;29,3;23,9
;WK071700;Wijk 00 Veere;29,8;28,8;27,6
;WK071701;Wijk 01 Gapinge;30,3;28,4;26,6
;WK071702;Wijk 02 Vrouwenpolder;25,1;33,1;19,3
;WK071703;Wijk 03 Serooskerke;26,7;27,7;23,9
;WK071704;Wijk 04 Domburg;30,6;34,3;21,4
;WK071705;Wijk 05 Oostkapelle;27,4;29,7;23,7
;WK071706;Wijk 06 Aagtekerke;22,5;26,6;24,5
;WK071707;Wijk 07 Grijpskerke;26,6;29,6;24,4
;WK071708;Wijk 08 Meliskerke;21,2;26,2;23,8
;WK071709;Wijk 09 Koudekerke;28,7;25,9;23,9
;WK071710;Wijk 10 Biggekerke;27,7;27,9;24,5
;WK071711;Wijk 11 Zoutelande;29,8;30,0;26,7
;WK071712;Wijk 12 Westkapelle;27,2;32,6;22,5
GM0718;Totaal;Vlissingen;25,4;46,7;12,7
;WK071801;Binnenstad;25,8;62,5;7,6
;WK071802;Middengebied;23,2;57,2;8,2
;WK071803;Paauwenburg - Westduin;27,9;38,0;17,3
;WK071804;Lammerenburg;27,0;29,4;21,3
;WK071805;Oost-Souburg;24,1;38,9;12,5
;WK071806;Ritthem e.o.;28,6;29,1;23,9
;WK071807;Binnen- en Buitenhavens;.;.;.
;WK071808;Sloegebied;.;.;.
GM0736;Totaal;De Ronde Venen;32,8;28,9;30,3
;WK073601;Mijdrecht;29,2;32,7;23,8
;WK073602;de Hoef;35,7;21,4;34,8
;WK073603;Amstelhoek;32,7;27,2;28,0
;WK073604;Vinkeveen;33,8;29,7;29,6
;WK073605;Waverveen;30,8;27,5;38,3
;WK073606;Wilnis;31,4;26,3;30,7
;WK073607;Abcoude;39,7;23,6;42,6
;WK073608;Baambrugge;35,7;27,1;37,9
GM0737;Totaal;Tytsjerksteradiel;24,7;35,0;17,5
;WK073700;Wijk 00 Burgum;23,8;39,5;14,8
;WK073701;Wijk 01 Aldtsjerk;27,1;37,1;19,3
;WK073702;Wijk 02 Mûnein;25,5;32,7;19,6
;WK073703;Wijk 03 Ryptsjerk;26,5;29,9;22,4
;WK073704;Wijk 04 Tytsjerk;26,3;24,8;23,3
;WK073705;Wijk 05 Earnewâld;23,9;32,9;18,7
;WK073706;Wijk 06 Sumar;23,2;31,6;17,1
;WK073707;Wijk 07 Eastermar;24,0;33,5;20,7
;WK073708;Wijk 08 Noordburgum;23,7;31,2;18,3
;WK073709;Wijk 09 Hurdegaryp;24,9;35,5;15,3
GM0743;Totaal;Asten;26,6;34,8;22,6
;WK074301;Asten industrie noord;31,6;.;.
;WK074302;Asten buitengebied oost;29,7;28,8;40,0
;WK074303;Asten noord;23,1;36,2;15,3
;WK074304;Asten oost;26,0;37,2;20,6
;WK074305;Asten zuid;27,7;28,8;24,3
;WK074306;Asten centrum / west;28,4;39,5;18,8
;WK074307;Asten buitengebied west;29,0;17,7;47,6
;WK074308;Heusden wonen;26,1;30,9;28,3
;WK074309;Heusden recreatie;.;.;.
;WK074310;Ommel wonen;27,1;32,1;31,3
;WK074311;Ommel recreatie;21,8;73,3;2,6
GM0744;Totaal;Baarle-Nassau;26,6;36,7;21,7
;WK074401;Baarle-Nassau;26,4;38,0;19,9
;WK074402;Ulicoten;27,5;30,0;31,5
;WK074403;Castelré;26,4;.;.
GM0748;Totaal;Bergen op Zoom;27,0;39,3;18,6
;WK074800;Wijk 00 Bergen op Zoom-Oude stad e.o.;27,8;48,8;12,6
;WK074801;Wijk 01 Bergen op Zoom-Noord;27,7;33,6;19,5
;WK074802;Wijk 02 Bergen op Zoom-Oost;22,2;48,0;12,8
;WK074803;Wijk 03 Bergen op Zoom-West;32,5;23,4;33,2
;WK074804;Wijk 04 Halsteren;28,9;29,8;24,7
;WK074805;Wijk 05 Lepelstraat;26,7;33,8;19,7
GM0753;Totaal;Best;30,0;29,9;26,9
;WK075300;Wijk 00 Best;30,0;29,9;26,9
GM0755;Totaal;Boekel;26,1;27,6;26,7
;WK075500;Wijk 00 Boekel;26,1;28,5;25,6
;WK075501;Wijk 01 Venhorst;25,8;22,5;32,6
GM0757;Totaal;Boxtel;27,5;35,9;21,7
;WK075700;Wijk 00 Boxtel;26,7;39,3;18,3
;WK075701;Wijk 01 Lennisheuvel;29,9;21,5;39,4
;WK075702;Wijk 02 Liempde;29,4;24,8;32,5
;WK075730;Esch;28,9;26,3;31,3
;WK075731;Verspr huizen Esch;37,5;16,7;40,0
GM0758;Totaal;Breda;29,6;42,0;20,9
;WK075800;Breda centrum;31,2;60,8;10,0
;WK075801;Breda noord;23,0;52,8;11,5
;WK075802;Breda oost;30,2;45,1;20,4
;WK075803;Breda zuid-oost;34,2;33,7;26,7
;WK075804;Breda zuid;37,6;33,8;32,1
;WK075805;Breda west;26,6;48,6;16,1
;WK075806;Breda noord-west;28,1;32,0;22,2
;WK075807;Bavel;34,8;23,1;38,1
;WK075808;Ulvenhout;35,2;26,2;36,0
;WK075809;Prinsenbeek;31,7;23,3;33,0
;WK075810;Teteringen;33,0;23,4;35,4
GM0762;Totaal;Deurne;26,4;34,1;21,1
;WK076200;Wijk 00 Deurne;26,4;35,1;20,2
;WK076201;Wijk 01 Vlierden;29,3;21,5;33,5
;WK076202;Wijk 02 Liessel;25,4;33,8;21,4
;WK076203;Wijk 03 Neerkant;25,5;29,9;23,9
;WK076204;Wijk 04 Helenaveen;27,8;33,1;23,9
GM0765;Totaal;Pekela;21,8;47,0;10,0
;WK076500;Wijk 00;21,3;49,3;9,1
;WK076501;Wijk 01;22,6;43,0;11,6
GM0766;Totaal;Dongen;27,7;31,8;22,4
;WK076601;Dongen;27,4;32,2;22,0
;WK076602;'s Gravenmoer;31,1;28,3;27,3
GM0770;Totaal;Eersel;29,9;28,2;28,1
;WK077000;Eersel;29,3;31,5;25,5
;WK077001;Duizel;29,3;22,7;28,7
;WK077002;Steensel;30,6;23,3;28,1
;WK077003;Vessem;31,0;25,6;33,1
;WK077004;Wintelre;29,0;24,7;31,9
;WK077005;Knegsel;33,4;23,6;34,0
GM0772;Totaal;Eindhoven;28,5;48,2;16,2
;WK077211;Centrum;35,8;57,2;11,9
;WK077221;Oud-Stratum;33,5;51,0;17,4
;WK077222;Kortonjo;33,1;41,1;24,9
;WK077223;Putten;28,2;47,2;18,0
;WK077231;De Laak;33,6;49,8;19,6
;WK077232;Doornakkers;23,8;54,7;12,3
;WK077233;Oud-Tongelre;28,9;48,5;15,7
;WK077241;Oud-Woensel;24,7;65,9;7,0
;WK077242;Erp;23,7;60,8;8,4
;WK077243;Begijnenbroek;26,8;50,2;11,5
;WK077251;Ontginning;24,4;53,8;10,7
;WK077252;Achtse Molen;30,8;25,8;26,3
;WK077253;Aanschot;28,9;31,7;26,4
;WK077254;Dommelbeemd;25,2;44,5;14,1
;WK077261;Oud-Strijp;31,9;52,0;14,2
;WK077262;Halve Maan;26,1;51,9;13,9
;WK077263;Meerhoven;33,5;19,2;37,0
;WK077271;Rozenknopje;31,6;51,9;17,2
;WK077272;Oud-Gestel;23,7;59,3;7,8
;WK077273;Gestelse Ontginning;28,8;35,1;21,5
GM0777;Totaal;Etten-Leur;27,4;33,7;21,3
;WK077700;Midden woongebied;26,2;40,7;16,3
;WK077701;Midden Bedrijventerrein;.;.;.
;WK077702;Midden landelijk gebied;39,3;.;.
;WK077710;Noord woongebied;28,0;30,4;24,0
;WK077711;Noord bedrijventerrein;.;.;.
;WK077712;Noord landelijk gebied;32,2;23,7;39,5
;WK077720;Zuid woongebied;26,6;34,7;18,3
;WK077721;Zuid bedrijventerrein West;32,9;.;.
;WK077722;Zuid bedrijventerrein Oost;.;.;.
;WK077723;Zuid landelijk gebied;31,4;19,5;41,4
GM0779;Totaal;Geertruidenberg;27,4;34,2;20,4
;WK077900;Wijk 00 Raamsdonksveer;27,2;34,3;20,6
;WK077901;Wijk 01 Raamsdonk;29,1;29,6;28,1
;WK077902;Wijk 02 Geertruidenberg;27,1;35,4;17,7
GM0784;Totaal;Gilze en Rijen;26,9;34,3;21,5
;WK078401;Rijen;26,5;35,0;19,8
;WK078402;Gilze;27,1;34,6;22,8
;WK078403;Hulten;35,6;12,5;52,0
;WK078404;Molenschot;29,1;29,9;28,4
GM0785;Totaal;Goirle;28,8;29,2;25,6
;WK078501;Wijk 01 Goirle-Centrum;27,7;48,0;14,9
;WK078502;Wijk 02 Grobbendonck;28,4;20,3;26,7
;WK078503;Wijk 03 De Groote Akkers;29,6;25,8;27,0
;WK078504;Wijk 04 De Hoge Wal;28,6;15,7;36,9
;WK078505;Wijk 05 Abcoven;27,6;43,3;15,6
;WK078506;Wijk 06 Wildackers;25,2;41,0;17,0
;WK078507;Wijk 07 't Ven;30,9;22,9;32,7
;WK078508;Wijk 08 De Boschkens;34,7;14,9;38,4
;WK078509;Wijk 09 De Hellen;28,9;22,8;25,5
;WK078510;Wijk 10 De Nieuwe Erven;32,2;21,9;34,3
;WK078511;Wijk 11 Hoogeind;23,3;51,1;12,7
;WK078512;Wijk 12 Sportpark Van den Wildenberg;.;.;.
;WK078513;Wijk 13 Bedrijventerrein Tijvoort;29,4;.;.
;WK078514;Wijk 14 Verspreide huizen Goirle;29,3;23,8;45,7
;WK078520;Wijk 20 Riel;29,5;21,6;31,7
;WK078521;Wijk 21 Bedrijventerrein Riel;36,1;.;.
;WK078522;Wijk 22 Sportpark De Krim;.;.;.
;WK078523;Wijk 23 Verspriede huizen Riel;29,6;.;.
GM0794;Totaal;Helmond;25,7;41,5;17,4
;WK079410;Wijk 10 Binnenstad;22,4;60,3;6,7
;WK079411;Wijk 11 Helmond-Oost;20,3;59,4;6,0
;WK079412;Wijk 12 Helmond-Noord;20,7;49,9;8,4
;WK079413;Wijk 13 't Hout;25,5;34,0;18,8
;WK079414;Wijk 14 Brouwhuis;25,0;37,8;17,0
;WK079415;Wijk 15 Helmond-West;21,0;57,6;7,6
;WK079416;Wijk 16 Warande;37,0;17,7;38,2
;WK079417;Wijk 17 Stiphout;33,0;23,3;33,6
;WK079418;Wijk 18 Rijpelberg;24,1;36,5;12,2
;WK079419;Wijk 19 Dierdonk;34,2;7,5;48,7
;WK079421;Wijk 21 Brandevoort;33,0;16,1;41,4
;WK079429;Wijk 29 Industriegebied Zuid;23,5;37,9;25,8
GM0796;Totaal;'s-Hertogenbosch;30,0;39,7;21,7
;WK079601;Binnenstad;36,9;53,7;15,6
;WK079602;Zuidoost;29,1;47,7;15,5
;WK079603;Graafsepoort;26,9;48,3;15,4
;WK079604;Muntel / Vliert;31,5;48,9;19,6
;WK079605;Rosmalen-Zuid;33,9;21,6;35,7
;WK079606;Rosmalen-Noord;30,1;28,5;27,9
;WK079607;De Groote Wielen;32,9;19,5;42,8
;WK079608;Empel;33,0;18,3;42,0
;WK079609;Noord;24,2;47,6;14,0
;WK079610;Maaspoort;30,5;27,7;25,4
;WK079611;West;27,3;47,5;13,1
;WK079612;Engelen;36,6;13,4;45,5
;WK079613;Nuland;29,2;26,0;31,4
;WK079614;Vinkel;28,4;31,3;30,2
GM0797;Totaal;Heusden;28,2;31,7;24,0
;WK079701;Wijk 01 Drunen;27,8;31,0;22,4
;WK079702;Wijk 02 Elshout;28,5;27,7;32,7
;WK079703;Wijk 03 Haarsteeg;29,3;21,9;37,8
;WK079704;Wijk 04 Nieuwkuijk;31,3;28,7;31,4
;WK079705;Wijk 05 Vlijmen;28,5;32,9;23,2
;WK079706;Wijk 06 Doeveren;.;.;.
;WK079707;Wijk 07 Hedikthuizen;32,3;.;.
;WK079708;Wijk 08 Heesbeen;30,2;.;.
;WK079709;Wijk 09 Herpt;32,1;23,9;33,9
;WK079710;Wijk 10 Heusden;31,0;47,1;17,7
;WK079711;Wijk 11 Oudheusden;22,9;37,4;15,2
GM0798;Totaal;Hilvarenbeek;29,2;28,3;28,7
;WK079800;Wijk 00 Hilvarenbeek;29,4;30,4;27,7
;WK079801;Wijk 01 Esbeek;29,8;22,3;33,1
;WK079802;Wijk 02 Biest-Houtakker;30,7;25,7;36,2
;WK079803;Wijk 03 Diessen;28,3;27,2;26,9
;WK079804;Wijk 04 Haghorst;29,3;21,3;33,2
GM0809;Totaal;Loon op Zand;27,4;33,6;22,0
;WK080910;Wijk 10 Kaatsheuvel-West;25,7;36,7;19,5
;WK080920;Wijk 20 Kaatsheuvel-Oost;28,1;32,0;22,6
;WK080930;Wijk 30 Loon op Zand;29,1;31,0;24,4
;WK080940;Wijk 40 De Moer;30,8;23,5;34,0
GM0820;Totaal;Nuenen, Gerwen en Nederwetten;32,2;25,8;29,1
;WK082000;Wijk 00 Nuenen;32,5;26,1;28,6
;WK082001;Wijk 01 Gerwen;29,9;23,7;31,3
;WK082002;Wijk 02 Nederwetten;31,8;23,1;34,4
GM0823;Totaal;Oirschot;29,6;27,1;29,4
;WK082300;Wijk 00 Oirschot;29,7;29,1;27,8
;WK082301;Wijk 01 Spoordonk;30,5;26,7;32,3
;WK082302;Wijk 02 Middelbeers en Westelbeers;29,2;23,3;31,2
;WK082303;Wijk 03 Oostelbeers;28,6;22,3;31,4
GM0824;Totaal;Oisterwijk;31,1;30,6;27,4
;WK082401;Verspr.h. westen en noorden Moerg.;29,9;34,6;40,2
;WK082402;Pannenschuur;28,4;30,5;23,5
;WK082403;Heukelom;24,7;.;.
;WK082404;Buitengebied (Zuid);31,5;35,2;32,6
;WK082405;Omgeving Vinkenberg / Heuvelstraat;31,0;.;.
;WK082406;Omgeving George Perklaan;37,2;.;.
;WK082407;Centrum Moergestel;30,2;26,5;28,0
;WK082408;'t Westend / 't Seuverick;25,1;38,6;18,3
;WK082409;Bunders / Levenskerk;41,1;16,4;44,3
;WK082410;Buitengebied Kerkhoven;30,5;.;.
;WK082411;Waterhoef / Klompven;29,2;37,8;23,2
;WK082412;Omgeving Industrieterr. Kerckhoven Laara;34,7;.;.
;WK082413;Centrum Oisterwijk;31,1;48,1;14,7
;WK082414;Verspr.h. oosten en zuiden Moerg.;.;19,2;41,1
;WK082415;Omgeving Broekzijde;29,5;.;.
;WK082416;Buitengebied Pannenschuur;.;.;.
;WK082417;Buitengebied Laarakkers;.;.;.
;WK082418;KVL;35,1;16,0;34,9
;WK082419;Sportpark Den Donk e.o.;.;.;.
;WK082420;Haaren;30,6;29,8;27,7
GM0826;Totaal;Oosterhout;27,8;36,1;20,5
;WK082600;Wijk 00 Oosterhout-Centrum;27,7;52,5;10,4
;WK082601;Wijk 01 Slotjes;26,3;43,9;14,5
;WK082602;Wijk 02 West;29,6;27,3;27,1
;WK082603;Wijk 03 Strijen;24,8;34,4;17,2
;WK082604;Wijk 04 Leijsenakkers;32,5;21,8;29,0
;WK082605;Wijk 05 Oosterheide;23,7;47,7;13,5
;WK082606;Wijk 06 Dommelbergen;27,0;31,2;20,3
;WK082607;Wijk 07 Vrachelen;33,2;19,9;34,7
;WK082608;Wijk 08 Industrieterrein Zuid;25,3;.;.
;WK082609;Wijk 09 Industrieterrein Noord;.;.;.
;WK082610;Wijk 10 Buitengebied Oosterhout;32,7;.;.
;WK082611;Wijk 11 Den Hout;31,4;17,6;41,8
;WK082612;Wijk 12 Oosteind;31,0;21,7;37,1
;WK082613;Wijk 13 Dorst;31,0;27,4;31,0
GM0828;Totaal;Oss;26,8;37,0;20,4
;WK082800;Centrum;25,5;60,7;8,0
;WK082801;Schadewijk;24,4;48,2;12,2
;WK082802;Industrieterreinen-Zuid;30,4;28,4;31,9
;WK082803;Oss-Zuid;28,4;41,0;17,9
;WK082804;Krinkelhoek;27,0;31,6;24,4
;WK082805;Industrieterreinen-Noord;26,5;.;.
;WK082806;Ruwaard;23,8;43,0;13,0
;WK082807;Ussen;27,9;30,1;21,2
;WK082808;Buitengebied-Noord;25,9;25,7;46,9
;WK082809;Buitengebied-Zuid;35,3;26,1;41,2
;WK082810;Berghem;28,1;24,8;29,1
;WK082811;Haren;27,5;23,5;32,4
;WK082812;Macharen;25,8;27,0;26,7
;WK082813;Megen;27,3;32,8;24,7
;WK082814;Ravenstein;28,4;34,6;22,5
;WK082815;Herpen;26,7;32,6;25,8
;WK082816;Overlangel;32,4;23,7;38,5
;WK082817;Deursen en Dennenburg;30,6;21,8;36,5
;WK082818;Lith;27,3;29,2;25,2
;WK082819;Lithoijen;29,9;19,3;42,7
;WK082820;Oijen;28,8;29,7;30,7
;WK082821;Maren-Kessel;29,7;26,9;30,1
;WK082822;Geffen;27,9;28,0;28,5
GM0840;Totaal;Rucphen;26,1;35,9;20,5
;WK084000;Wijk 00 Rucphen;27,3;32,1;22,9
;WK084001;Wijk 01 Sint Willebrord;24,7;39,9;16,0
;WK084002;Wijk 02 Sprundel;26,8;33,7;23,5
;WK084003;Wijk 03 Schijf;27,4;30,1;30,3
;WK084004;Wijk 04 Zegge;27,5;33,2;22,2
GM0845;Totaal;Sint-Michielsgestel;30,0;27,6;30,5
;WK084500;Wijk 00 Sint-Michielsgestel;30,3;30,8;27,6
;WK084501;Wijk 01 Gemonde;30,6;21,8;37,9
;WK084502;Wijk 02 Den Dungen;29,8;26,0;33,4
;WK084503;Wijk 03 Berlicum;29,6;28,1;29,5
;WK084504;Wijk 04 Middelrode;29,7;19,6;33,7
GM0847;Totaal;Someren;26,9;32,8;23,5
;WK084700;Wijk 00 Someren;26,6;35,2;21,5
;WK084701;Wijk 01 Lierop;28,5;26,8;28,9
;WK084702;Wijk 02 Someren-Eind;26,6;30,0;24,3
;WK084703;Wijk 03 Somerense Heide;27,4;26,7;31,3
;WK084709;Wijk 09;.;.;.
GM0848;Totaal;Son en Breugel;31,8;25,4;29,5
;WK084800;Wijk 00 Son;33,7;24,5;32,7
;WK084801;Wijk 01 Breugel;26,8;27,8;21,1
GM0851;Totaal;Steenbergen;27,0;38,2;19,3
;WK085100;Wijk 00 Steenbergen;26,7;41,9;17,6
;WK085101;Wijk 01 Kruisland;28,8;29,9;26,0
;WK085102;Wijk 02 De Heen;26,7;29,6;22,2
;WK085103;Wijk 03 Dinteloord;26,5;35,4;19,7
;WK085104;Wijk 04 Nieuw-Vossemeer;27,9;32,3;21,9
GM0852;Totaal;Waterland;31,6;29,6;29,2
;WK085200;Wijk 00 Monnickendam;29,5;31,7;26,1
;WK085201;Wijk 01 Katwoude;33,4;16,1;47,3
;WK085202;Wijk 02 Marken;30,6;29,4;25,6
;WK085203;Wijk 03 Broek in Waterland;37,3;25,4;38,0
;WK085204;Wijk 04 Ilpendam;32,5;28,9;28,9
;WK085205;Wijk 05 Watergang;34,7;25,3;39,9
GM0855;Totaal;Tilburg;25,7;48,2;15,1
;WK085510;Binnenstad;27,7;68,1;6,5
;WK085511;Hoogvenne;29,9;49,6;17,4
;WK085512;Armhoef;33,1;25,3;32,8
;WK085513;Jeruzalem;25,6;46,4;17,6
;WK085514;Fatima;26,8;46,7;13,6
;WK085515;Broekhoven;21,9;64,5;6,2
;WK085516;Oerle;22,1;64,3;6,0
;WK085517;Korvel;23,0;58,1;7,5
;WK085518;Trouwlaan - Uitvindersbuurt;21,9;68,8;4,7
;WK085519;Sint Anna;24,9;63,2;8,1
;WK085520;Noordhoek;29,0;55,3;11,3
;WK085521;Spoorzone Zuid;21,0;82,9;3,1
;WK085522;Bouwmeester;24,7;56,1;10,5
;WK085523;De Hasselt;21,8;58,1;7,6
;WK085524;Het Goirke;24,2;58,8;8,6
;WK085525;Groeseind-Hoefstraat;24,2;51,5;8,7
;WK085526;Loven-Besterd;24,4;60,5;8,1
;WK085527;Theresia;25,5;59,8;10,1
;WK085528;Spoorzone Noord;36,7;46,2;10,2
;WK085529;Kanaalzone;23,6;55,7;7,6
;WK085530;Moerenburg;.;.;.
;WK085531;De Leij;30,8;48,6;9,9
;WK085532;Groenewoud;19,9;55,4;7,9
;WK085533;Stappegoor;33,3;21,9;34,6
;WK085534;Bedrijventerrein Het Laar;48,9;.;.
;WK085535;De Blaak;36,3;11,2;41,7
;WK085536;Zorgvlied;30,9;37,1;29,8
;WK085537;De Reit;24,5;63,7;8,8
;WK085538;Het Zand;20,9;64,0;6,1
;WK085539;Wandelbos Noord;17,4;66,5;5,0
;WK085540;Wandelbos Zuid;31,2;38,5;17,6
;WK085541;De Oude Warande;.;.;.
;WK085542;Stokhasselt;18,0;55,5;8,5
;WK085543;Heikant;20,1;56,0;7,5
;WK085544;Quirijnstok;25,6;34,3;15,8
;WK085545;Ind.terrein Loven;26,9;34,0;18,7
;WK085546;Bosscheweg;37,1;.;.
;WK085547;Gesworen Hoek;23,0;42,5;10,4
;WK085548;Huibeven;27,6;20,5;26,2
;WK085549;Campenhoef;29,2;26,4;26,8
;WK085550;Heyhoef;21,3;85,0;0,8
;WK085551;Heerevelden;28,8;17,8;28,7
;WK085552;Dongewijk;28,1;27,0;26,7
;WK085553;Tuindorp De Kievit;29,5;20,6;30,5
;WK085554;Leeuwerik;29,8;14,7;34,7
;WK085555;Dalem Noord;27,4;20,0;27,7
;WK085556;Dalem Zuid;27,9;22,7;28,9
;WK085557;Koolhoven;29,8;15,4;41,4
;WK085558;Witbrant;30,1;26,4;28,8
;WK085559;Bedrijventerrein Kraaiven;.;.;.
;WK085560;Bedrijventerrein Vossenberg;28,7;.;.
;WK085561;De Katsbogten;.;.;.
;WK085562;Buitengebied Tilburg Zuid-Oost;.;.;.
;WK085563;Buitengebied Tilburg Zuid-West;32,5;29,2;36,8
;WK085564;Buitengebied Tilburg Noord-Oost;26,4;34,7;26,7
;WK085565;Buitengebied Tilburg Noord-West;.;.;.
;WK085566;Berkel-Enschot;31,6;21,4;34,0
;WK085567;Udenhout;29,6;25,5;27,9
;WK085568;Biezenmortel;29,8;22,1;34,7
GM0858;Totaal;Valkenswaard;28,2;37,4;18,8
;WK085800;Wijk 00 Valkenswaard;28,2;41,4;17,7
;WK085801;Wijk 01 Kloosterakkers en Dommelen;27,7;28,0;20,4
;WK085802;Wijk 02 Borkel en Schaft;31,9;29,9;29,6
GM0861;Totaal;Veldhoven;30,6;31,2;24,5
;WK086100;Wijk 00 Veldhoven;29,0;35,7;20,3
;WK086101;Wijk 01 Noordelijk Woongebied;31,9;23,3;30,0
;WK086102;Wijk 02 Oerle;36,8;22,9;39,3
GM0865;Totaal;Vught;33,2;31,8;30,2
;WK086500;Wijk 00 Vught;38,7;29,8;37,1
;WK086501;Wijk 01 Vught-Zuid;28,2;36,2;22,1
